     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     1.000     1.000     1.000     0.000     0.000     0.027     0.973     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     0.000     1.000     0.000     0.000     0.000     0.713     0.287     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     1.000     1.000     1.000     0.000     0.000     0.027     0.973     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     1.000     1.000     1.000     0.000     0.000     0.027     0.973     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     1.000     1.000     0.000     0.000     1.000     0.000     0.016     0.984     2.000
     1.000     1.000     0.000     1.000     1.000     0.000     0.006     0.994     2.000
     1.000     1.000     0.000     0.000     1.000     0.000     0.016     0.984     2.000
     1.000     1.000     0.000     0.000     1.000     0.000     0.016     0.984     2.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     2.000
     1.000     1.000     0.000     0.000     1.000     0.000     0.016     0.984     2.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     2.000
     1.000     1.000     1.000     0.000     1.000     0.000     0.000     1.000     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     2.000
     1.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     2.000
     1.000     1.000     0.000     1.000     1.000     0.000     0.006     0.994     2.000
     1.000     0.000     1.000     0.000     1.000     0.000     0.015     0.985     2.000
     1.000     0.000     1.000     1.000     1.000     0.000     0.005     0.995     2.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.392     0.608     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.612     0.388     1.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.612     0.388     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.813     0.187     1.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.043     0.957     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     0.000     1.000     0.947     0.053     1.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.813     0.187     1.000
     0.000     0.000     0.000     0.000     1.000     1.000     0.813     0.187     1.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.001     0.999     2.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     1.000     0.000     0.000     1.000     0.335     0.665     2.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.474     0.526     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     1.000     0.000     0.886     0.114     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.969     0.031     1.000
     0.000     0.000     0.000         *         *         *     0.946     0.054     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.989     0.011     1.000
     0.000     1.000     0.000     1.000     0.000     0.000     0.490     0.510     2.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.001     0.999     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     1.000     1.000     0.000     1.000     1.000     1.000     0.001     0.999     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     1.000     0.000     1.000     0.000     0.377     0.623     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.474     0.526     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.392     0.608     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.392     0.608     2.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.392     0.608     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.007     0.993     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.392     0.608     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.007     0.993     2.000
     0.000     1.000     1.000     1.000     1.000     1.000     0.001     0.999     2.000
     0.000     0.000     1.000     0.000     1.000     0.000     0.377     0.623     2.000
     0.000     0.000     1.000     0.000     1.000     0.000     0.377     0.623     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     1.000     0.000     1.000     0.000     0.377     0.623     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.007     0.993     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     1.000     1.000     1.000     1.000     0.043     0.957     2.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.392     0.608     2.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.007     0.993     2.000
     0.000     1.000     0.000     0.000     1.000     0.000     0.392     0.608     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.007     0.993     2.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
     0.000     0.000     1.000     1.000     1.000     0.000     0.180     0.820     2.000
     0.000     0.000     0.000     1.000     1.000     1.000     0.612     0.388     1.000
     0.000     0.000     0.000     0.000     1.000     0.000     0.955     0.045     1.000
